id,screen_name,name,created_at,full_text,tweet_id,heure,longueur_texte,presence_mots_cles,presence_mots_cles_critiques
"1,74444E+18",blacklicorne2,Blacklicorne,2024-01-08 19:05:22,@ENGIEpartSAV #monpilotageelec Bonsoir. L appli ne fonctionne pas ce soir: testé sur plusieurs téléphones. Dès qu il fait froid on dirait que les serveurs plantent.,"1,74444E+18",19,164,True,False
"1,74444E+18",Deer174229,Bridget Jones^^🧡(Journalisme)🇫🇷🇪🇺🇺🇦,2024-01-08 19:18:30,"C'est quand même curieux @ENGIEpartFR , chaque fois qu'il y a une vague de températures négatives, l'application mon pilotage élec est en rade. Ça fait 3 fois depuis le début de l'hiver. Le pire c'est qu'on te dit que tu n'es pas connecté à internet. Je suis en 5ghz 😂 https://t.co/ZmiPfyVIlV","1,74444E+18",19,292,True,False
"1,74447E+18",CloBusnel,Chloé Marchand,2024-01-08 21:20:58,"Merci @ENGIEpartFR pour son appli de réglage de chauffage connecté qui ne fonctionne pas, encore, durant cette vague de froid avec 2 enfants en bas âge !!!! ","1,74447E+18",21,157,True,False
"1,74449E+18",mecquiraletrop,Mec qui râle trop φ🏟️⚽️🏈⏚,2024-01-08 22:50:52,@ENGIEpartFR 4h que je peux rien faire avec votre appli et qu’il fait -4 dehors. Deuxième fois alors que je suis chez vous depuis 3 semaines. Va falloir m’expliquer là https://t.co/YQOshqtmx3,"1,74449E+18",22,191,True,False
"1,74462E+18",ML09119902,M L,2024-01-09 07:17:31,L’appli #monpilotageelec est toujours KO ce matin @ENGIEpartSAV @ENGIEpartFR,"1,74462E+18",7,76,True,False
"1,7447E+18",Divergents20,Divergent,2024-01-09 12:19:53,"Le foutage de gueule de @ENGIEpartFR, pour une maison de 96 m carré où on vit à 4 en pleine période de froid (normal pour la saison)... Ah il n'y pas de risques qu'il me file la prime... https://t.co/82wgcsSMsv","1,7447E+18",12,210,True,False
"1,74516E+18",prisspriss12,Missoussipi78,2024-01-10 19:09:32,"@ninie949378 @78190trappes @CDC_Habitat @villedetrappes @ENGIEproFR @CDCH_et_Moi @alirabeh En panne de chauffage et d'eau chaude avec @CDCH_et_Moi @ENGIEpartFR Malgré des installations soi-disant neuves, rien ne fonctionne. #Incompétence #ProblèmesTechniques","1,74516E+18",19,258,True,True
"1,74551E+18",LeMalth,Le Malth’,2024-01-11 18:28:37,"@ENGIEpartFR bonsoir, serait-il possible d’avoir un contact? 10 jours pour avoir un rdv avec un technicien…une 🏠 à 16 degrés avec pompe à chaleur et 🏠 neuve,5 interventions,tjr pareil,ça devient insupportable sans compter le service client inutile et la facture edf salée 😤","1,74551E+18",18,273,True,False
"1,74571E+18",Damien4118,🇫🇷 Damien 🇫🇷,2024-01-12 07:37:30,"Bon à savoir: lorsqu @ENGIEpartFR intervient chez vous pour un changement de pièce banal, vous pouvez vous retrouver ensuite sans chauffage. On vous proposera ensuite un rdv dans 3 jours pour venir voir ce qui se passe","1,74571E+18",7,218,True,False
"1,74575E+18",MerlinPainpin,Alexus,2024-01-12 10:09:53,Le plus gros suspense de l’année 😳 @ENGIEpartFR https://t.co/cWJpcKmTrN,"1,74575E+18",10,71,True,False
"1,74575E+18",david_yoteau,David Yoteau,2024-01-12 10:21:17,"@ENGIEpartSAV bonjour, Plus de courant sur la commune de Saint hilaire de clisson. Une idée de ce qu'il se passe? ","1,74575E+18",10,114,True,False
"1,74576E+18",med_energie,médiateur national de l'énergie,2024-01-12 11:06:59,"#vendrediCfini Une cliente d’@ENGIEpartFR a reçu un courrier de renouvellement de son offre de fourniture de gaz et d’électricité, sans mention des nouveaux prix de l'abonnement et du kWh. Il contient seulement 8 pages d' « annexe de prix » 1/4 👇 https://t.co/YFh7ZBXq2e","1,74576E+18",11,270,True,False
"1,74625E+18",y770_,petit coeur grenadine,2024-01-13 19:29:54,"@ENGIEgroup @ENGIEpartFR Pq vous mettez plusieurs jours pr envoyer qqun nous dépanner en plein hiver, en plus qqun qui vient qui n’a même pas la pièce qu’il faut on est sans eau chaude ni chauffage depuis 2 jours c’est inhumain de traiter les gens comme ça !!!!!!!!!!!! 😡😡😡😡😡","1,74625E+18",19,275,True,True
"1,74661E+18",coupinesandrine,Sandriiiine,2024-01-14 19:24:56,@y770_ @ENGIEgroup @ENGIEpartFR Bienvenue au club. On attend toujours qu'ils nous recontactent...,"1,74661E+18",19,97,True,False
"1,74692E+18",FannyLepoivre,Fanny Lepoivre,2024-01-15 15:54:58,"48h que nous avons demandé une intervention d'urgence dans notre immeuble @ENGIEproFR @ENGIEpartFR Engie solutions Engie home services et toujours rien...pourtant l'eau coule en continu depuis 48h et plus personne n'a de chauffage, y compris nos aimés de 90 ans vivants seuls...","1,74692E+18",15,278,True,True
"1,74717E+18",Qesakostan,Qesako I. 🇩🇪🇫🇷🇬🇧 🇪🇺 ◄🇺🇦◄🇷🇺◄ 🇨🇳,2024-01-16 08:18:21,@ENGIEpartFR POURQUOI ENGIE envoie plus mes factures par la poste⁉️ J'ai PAS VOULU leur Dématerialisation‼️,"1,74717E+18",8,107,True,False
"1,74751E+18",masy7723,Mamou Sy,2024-01-17 06:44:38,@CDCH_et_Moi @CDC_Habitat @ENGIEgroup Accepteriez vous cela pour votre famille ? ,"1,74751E+18",6,81,True,False
"1,74758E+18",RVL42600,JMB,2024-01-17 11:20:30,"🤢 attention Engie rode ds nos quartiers. &lt;&lt; Engie &gt;&gt;, 🫷,&lt;&lt;GDF, je n'ai à vendre. Je vérifie vos contrats. Vous n'avez rien à faire. Juste à tel à Engie pour prendre le DUO gaz elec. &gt;&gt; 🫷à part ça vous n'avez rien à vendre ! 😡 @EDFofficiel @LCP @UFCquechoisir @ENGIEpartFR","1,74758E+18",11,295,True,False
"1,74758E+18",eli_____sa,🇵🇸 Eli⁷ | A VU KIM SEOKJIN & HOBI,2024-01-17 11:23:05,"Dans un 60m2, avec un seul chauffage qui fonctionne 24h/24 et un autre uniquement la nuit. Une tv, un frigo, une machine à laver et une plaque induction. On est d'accord que c'est absolument pas normal d'avoir une facture de 300 balles ??? 💀💀💀 @ENGIEpartFR faut me venir en aide https://t.co/2ltDHLiyJF","1,74758E+18",11,302,True,False
"1,74762E+18",vince_thouvenin,thouvenin,2024-01-17 13:45:59,@ENGIEpartSAV deux mois sans eau chaude !!! Même en mettant en demeure votre agence d'Amiens aucune réponse de vos services ! #arnaqueengie,"1,74762E+18",13,139,True,False
"1,74763E+18",lazhonguoren,LZGR,2024-01-17 14:42:23,@ENGIEgroup bonjour pourquoi j’ai une option électricité verte sur un contrat de gaz ? Ça fait 24 mois que vous me facturez 3€ en plus sur un contrat de gaz… Volez-vous vos clients ? https://t.co/AR12s7NoE6,"1,74763E+18",14,206,True,False
"1,74828E+18",Patrick_3164,PatrickC,2024-01-19 09:24:28,"@ENGIEpartSAV Bonjour @ENGIEpartFR, votre réponse est inadmissible. Vous m'indiquez juste que vous pensez que le problème est pris en compte et vous nous communiquerez une date d'intervention. Il neige en Picardie et ma mère est sans chauffage par votre faute 😱 bougez vous ! ","1,74828E+18",9,276,True,False
"1,7487E+18",VilledieuDamien,Damien Villedieu,2024-01-20 13:40:48,@LaTribune Tu en penses quoi @ENGIEpartFR ? J'ai hâte de voir ma mensualisation baisser après avoir presque doublée cette année 🙃,"1,7487E+18",13,129,True,False
"1,74903E+18",BiduleAnatheme,Anathème Bidule,2024-01-21 11:20:05,"Nous sommes le 21 janvier 2024 et @ENGIEpartSAV @ENGIEpartFR n'a toujours pas traité ni la résiliation ni le remboursement, ni le signalement @dgccrf. Un niveau d'incompétence rare.","1,74903E+18",11,181,True,False
"1,74912E+18",Khodexx,Khodex,2024-01-21 17:21:23,"@ENGIEpartFR vu que le contact semble globalement compliqué, j'en suis réduit à devoir essayer ici. Donc je récapitule: en décembre 2023 je constate une panne sur ma chaudière qui a été installée l'année dernière et que j'ai payée au prix fort. Celle-ci ne fonctionnait plus.","1,74912E+18",17,275,True,True
"1,74912E+18",ilxipa,T-,2024-01-21 17:30:40,"@ENGIEpartSAV bonjour, est-ce qu’il est possible de télécharger l’historique horaire de ses consommations d’électricité ? Je n’obtiens qu’un fichier avec les relevés mensuels alors que l’option du suivi horaire est activée.","1,74912E+18",17,223,True,False
"1,74936E+18",Khodexx,Khodex,2024-01-22 08:55:16,"@60millions @ENGIEpartSAV Je ne sais pas non plus si @UFCquechoisir peut m'aider mais là de toute façon, j'irai voir mes pires ennemis si j'en avais. J'en ai marre ! ","1,74936E+18",8,166,True,False
"1,74944E+18",annesoldx,Anne-So,2024-01-22 14:20:26,@ENGIEpartFR @ENGIEpartSAV faire une demande d’intervention urgente pour une chaudière qui a lâché depuis samedi matin et s’entendre dire que les plannings sont pleins par une personne très désagréable au téléphone c’est ça votre SAV ? Pour rappel une urgence = immédiat.,"1,74944E+18",14,271,True,True
"1,74987E+18",chcuny,Christophe CUNY,2024-01-23 18:55:11,"Je pense qu’il faut vraiment remercier le gouvernement et monsieur @BrunoLeMaire pour son doublé sur les nouveaux tarifs d’électricité. Il a quand même réussi l’exploit de faire plus augmenter les tarifs qui sont les plus intéressants pour @enedis (les tarifs Tempo et HP/HC). Exploit d’autant plus remarquable que le gaz est maintenant moins taxé que l’électricité alors que c’est une énergie fossile émettrice de CO2… Un champion comme ça, il faut absolument le garder @GabrielAttal ! ","1,74987E+18",18,487,True,False
"1,75017E+18",cyril77M,cyril28,2024-01-24 15:05:49,"@chcuny @BrunoLeMaire @enedis Et encore, mon gaz a fait +37%, malgré une diminution de ma consommation de 25% et une baisse du coût global par les fournisseurs. Faut que je regarde en détail mon contrat, je comprends pas non plus une tel augmentation @ENGIEpartFR ! ","1,75017E+18",15,266,True,False
"1,75029E+18",PaoLaVorny,Pao La Vorny,2024-01-24 22:42:50,Vous m’expliquez @ENGIEpartFR @ENGIEpartSAV ? Depuis octobre vous me rajoutez entre 20 et 30€ par mois discrètement… Mais je vous vois 👀 #engie #electricite #arnaque https://t.co/QOaWVsdAZu,"1,75029E+18",22,189,True,False
"1,7503E+18",Bennuts77,Ben&Nuts,2024-01-24 23:24:18,"@ENGIEpartFR Je passe de 122€ à 262€par mois, je dois payer 511€ de régulation, vous me faites payer une intervention d'un technicien jamais venu et a coté quand je vous contacte pour me dire qu'il y a un soucis personne se déplace? J'ai 33m² les kheys pas 230 https://t.co/jsZ82Uh4Dc","1,7503E+18",23,284,True,False
"1,75045E+18",FeeKalome,La Fée Kalome,2024-01-25 09:19:23,"Bonjour @ENGIEpartFR, Impossible de se connecter sur l espace client de votre site. C est normal? J aimerais comprendre l aberration de ma facture.","1,75045E+18",9,147,True,False
"1,75046E+18",toundra69,Toundra🔺,2024-01-25 10:06:37,"@ENGIEpartSAV Bj, j'ai essayé de réglé son radiateur, il n'y a pas de mode d'emploi et j'ai pu enlever quelques pre-reglages, jai tout mis sur 15, il fait 17 degrés chez elle, je lui ai dit de tenir deux jours pour voir si ça change sa consommation journalière. D'ici lundi je vous contact, thx","1,75046E+18",10,294,True,False
"1,75078E+18",halimsidi,Thunder,2024-01-26 07:05:15,"@ENGIEpartSAV Bonjour,a quand un service client digne de ce nom? Cela fait maintenant 5 ans que j’ai un compteur linky et tous les ans je relance vos services car il n’est pas communiquant,dénier en date 12/23,et tjrs rien.Dites le si vous ne voulez rien faire","1,75078E+18",7,260,True,False
"1,75087E+18",Delelisma,M.A.,2024-01-26 12:58:44,"Cher @ENGIEpartSAV @ENGIEpartFR il m'a fallu +3ans avec les anciens proprio pour changer un compteur, des relances tous les mois et 3 rendez vous où vous n'êtes pas venu. Depuis ça fait 4mois que vous étudiez une facture erronée et vos ""conseillers"" ne disent jamais la même chose","1,75087E+18",12,280,True,False
"1,75125E+18",mimine130071,mimine13007,2024-01-27 14:07:13,"@BiduleAnatheme @ENGIEpartSAV @dgccrf Bonjour @BiduleAnatheme, nous sommes dans le même cas que vous vis à vis des escrocs de l’agence Engie Home Services Grand Marseille. Contrat de maintenance annuelle payé mais non honoré sans compter les rendez vous maintenance ou dépannage annulés ! Courrier AR sans réponse","1,75125E+18",14,313,True,False
"1,75125E+18",mimine130071,mimine13007,2024-01-27 14:16:11,"Bonjour @ENGIEpartSAV, que faut il faire pour que l’agence Grand Marseille traite enfin notre demande de remboursement d’un contrat de maintenance annuelle SÉCURITÉ payé et jamais honoré ??? ","1,75125E+18",14,191,True,False
"1,75125E+18",mimine130071,mimine13007,2024-01-27 14:20:33,@ENGIEpartSAV Impossible de joindre l’agence par téléphone ! Pas de réponse aux différentes tentatives de contact y compris courrier AR. Nous sommes toujours en attente d’un rappel qui ne vient jamais. Une honte ! Faut-il saisir la @dgccrf ? Porter plainte pour escroquerie ? ,"1,75125E+18",14,276,True,False
"1,75224E+18",LaBelleEnYeux,Eilahtan 🌸☀️🏝,2024-01-30 07:51:16,"Ça fait des mois qu’@ENGIEpartFR me réclame 572,22€ sans me dire ce que c’est. Facture de septembre rien du tout de cette somme et facture de novembre ça apparaît en report de la facture précédente. Ça fait des mois et rien. Et ils m’ont mis en recouvrement @ENGIEpartSAV","1,75224E+18",7,271,True,False
"1,7523E+18",manudscts,Manu,2024-01-30 12:09:47,@ENGIEpartFR me menace de me réduire l’électricité si je ne paye pas une facture de régularisation de 533€… je veux bien la payer mais ils ne veulent pas que je paye en 5X uniquement en 2X… Ils sont méprisant et hautain. Pourquoi refusent-il de m’aider. #engie,"1,7523E+18",12,260,True,False
"1,75258E+18",williamvogel201,William Vogel,2024-01-31 06:14:04,@ENGIEpartFR Hello @ENGIEpartFR @Engie cela fait un moment que le suivi de conso est cassé. Elec + Gaz. Vous pouvez faire qqchose ? https://t.co/Imc5uxQByJ,"1,75258E+18",6,155,True,False
"1,75264E+18",luberlu86,luciano,2024-01-31 10:37:10,"@ENGIEpartFR ENGIE, c'est aussi cette entreprise qui est capable de mettre en panne une chaudière chez une femme de 94 ans! ... le pire étant, que les autorités judiciaire saisies, et la DGCCRF, se gardent bien de venir soutenir cette femme seule, à POITIERS! 🤔pas touche ENGIE 👋","1,75264E+18",10,279,True,True
"1,75265E+18",LaurentCR314159,hyperboloïde DE REVOLUTION,2024-01-31 11:07:50,Mais pas ma facture En 2020 je consommais 1694m3 et payais 1080€ En 2021 j'installé un poêle à bois En 2023 j'ai consommé 1127m3(-33%) Et payé...1033€(-4%) @ENGIEpartFR vs vs êtes foutu mes économies ds la poche! avec lesquelles je comptais acheter mon bois. Quel bon business! https://t.co/Pw67eKZY1w,"1,75265E+18",11,301,True,False
"1,75268E+18",KR1SD4RK,Kr1s D4rꓘ,2024-01-31 13:04:45,@ENGIEpartFR #FoutageDeGueule 🤬 https://t.co/DgrS1dR0Gm,"1,75268E+18",13,55,True,False
"1,75274E+18",cathmacgregor,Catherine MacGregor,2024-01-31 17:05:15,"En passant de 1% à 31% d’#EnergiesRenouvelables dans le mix énergétique d’@ENGIEChile en 5 ans &amp; en annonçant notre sortie du charbon, @ENGIEgroup décarbone son activité &amp; accélére la #TransitionEnergétique. 🎯Objectif 2026: 60% d’#EnR dans notre mix 🇨🇱. https://t.co/pX4vMQVP5j","1,75274E+18",17,285,True,False
"1,75274E+18",Aury7667,Aury76,2024-01-31 17:17:08,@ENGIEpartFR @ENGIEgroup ⚠️⚠️⚠️⚠️⚠️⚠️J'appelle hier le service client pour un bug sur l'espace client au niveau du suivi conso. On devait me rappeler aujourd'hui. Personne!!! Je rappelle le service expliquant à nouveau mon problème on me transfère une autre personne qui s'étonne,"1,75274E+18",17,279,True,False
"1,75301E+18",vahe_thomas,Thomas Vahé,2024-02-01 10:51:40,"@ENGIEpartFR Bonjour, Impossible de me connecter à l'espace https://t.co/qRsnBOlwMu pour devenir client. Message d'erreur en PJ. Mon adresse IP est 5.149.182.50 Cdt https://t.co/k7hnzB0yzI","1,75301E+18",10,188,True,False
"1,75301E+18",vahe_thomas,Thomas Vahé,2024-02-01 10:53:20,"@ENGIEpartSAV Bonjour, Impossible de me connecter au site https://t.co/qRsnBOlwMu pour devenir client. Ci-dessous le message d'erreur. Mon adresse IP est 5.149.182.50 Cdt https://t.co/mcCvxa0ILH","1,75301E+18",10,194,True,False
"1,75306E+18",cookinette33,cookinette only7,2024-02-01 14:19:47,"@ENGIEpartFR après avoir reçu mon rappel de charges de copropriété,je suis locataire, je vois 3500euros pour 90m3 d'eau chaude.appelant engie on me sors comme nous avons une chaudière pour le chauffage et l'eau et bien que le bouclier tarifaire ne s'appliquait que sur un seul🤬","1,75306E+18",14,277,True,False
"1,75343E+18",MavaMathias,Maëva✨,2024-02-02 14:49:33,@ENGIEpartSAV 2 mois que j’appelle pour un rendez-vous d’entretien d’une clim gainable … 2 mois que vos téléoperateurs me promènent !! Gros ras le bol ….,"1,75343E+18",14,153,True,False
"1,75347E+18",hohotweet,sam,2024-02-02 17:45:18,"@ENGIEpartFR @ENGIEsolutions @ENGIEgroup j'ai un problème, veuillez me le régler rapidement svp !!! ","1,75347E+18",17,100,True,False
"1,75379E+18",cmonica75,Monica M,2024-02-03 14:39:39,"@ENGIEpartFR Cette #protectiondesdonnees est bafouée par vous en 1er. Depuis que j’ai changé de fournisseur d’électricité, je reçois de multiples messages vocaux sur les économies d’électricité. Vous avez un avis? ","1,75379E+18",14,214,True,False
"1,75442E+18",vahe_thomas,Thomas Vahé,2024-02-05 08:38:46,@ENGIEpartSAV Impossible de me connecter à l espace client. Vous utiliser le WAF d' AWS CloudFront. Mon adresse IP se trouve dans le range 5.149.176.0/20 ASN47548 Merci de vérifier les logs du WAF. Les objets HostingProviderList ou AWSManagedIPReputationList nous filtrent.,"1,75442E+18",8,273,True,False
"1,75444E+18",ZamDisney,Zam' Fox 🦊🌸,2024-02-05 09:29:59,"@ENGIEgroup @ENGIEpartFR c'est top de mettre une application pour suivre notre consommation, mais si on peut jamais y accéder car ça bug tout le temps... Aucun intérêt","1,75444E+18",9,167,True,False
"1,7549E+18",ledoublea2,Double-A.eth 🟢,2024-02-06 16:23:34,"À équipements et utilisation similaires depuis 3 ans, voici mes factures @ENGIEpartFR @ENGIEgroup sur les 3 dernières années: 2021: 1070€ 2022: 1152€ 2023: 1594€ L'enculerie c'est jusqu'où ? ","1,7549E+18",16,191,True,False
"1,75514E+18",Pomsca,Pomsca,2024-02-07 08:14:03,@ENGIEpartFR vous êtes sérieux là??? + 100€/mois d'augmentation sur ma facture d'électricité?? VOUS ÊTES SÉRIEUX LÀ??? J'AI FAIT x2 SUR MA FACTURE !!! 😡 Faut m'expliquer le délire car ca va clairement pas être possible 😡,"1,75514E+18",8,220,True,False
"1,75536E+18",Brice561,Brice-56,2024-02-07 22:50:54,"Bon, il me semble que @ENGIEpartFR ont 1 soucis avec le suivi conso car, idem, mon père a eu une ENORME différence sur sa facture par rapport à sa conso donnée par le suivi. Donc quand on nous dit qu'on peut savoir sa conso en temps réel...","1,75536E+18",22,240,True,False
"1,7555E+18",Xhlynk,CM 🐺,2024-02-08 07:34:02,"La regul d'électricité a 600€ pour un 40m2 en chauffant à même pas 18 degrés... ça va être super 2024, merci @ENGIEpartFR","1,7555E+18",7,121,True,False
"1,75585E+18",uncletonton,#Polémique Gratuite,2024-02-09 07:11:50,@ENGIEpartFR une simple question dans vos factures il y a les frais de la gestion de votre appli mobile et votre site internet pour connaître notre consommation ? Si oui vous me devez un gros geste commercial. Parce que sur les deux impossible de s'informer #Engie https://t.co/EYtCx6vu0G,"1,75585E+18",7,288,True,False
"1,75588E+18",mecquiraletrop,Mec qui râle trop φ🏟️⚽️🏈⏚,2024-02-09 09:12:14,@ENGIEpartFR y’a votre appli qui est en carafe depuis 4 jours et ça commence à me saouler de ouf https://t.co/QbxclC1e1V,"1,75588E+18",9,120,True,False
"1,75604E+18",PhSanc,Papoo :),2024-02-09 19:47:47,"@ENGIEpartFR entre menteur et voleur. 3 mois pour que #engie m'explique qu'ils ont du augmenter mon abonnement gaz, sans me prévenir, de 30%... a 334€/an on est loin des tarifs annoncés sur votre site.","1,75604E+18",19,201,True,False
"1,75607E+18",pene1086,Penny,2024-02-09 21:24:40,"@ENGIEpartFR vous jouez avec moi ou quoi c’est quoi ce bordel ? Reprenez vous vous allez pas nous voler comme ça, cest scandaleux! #engie #arnaques https://t.co/vRPKXt69PF","1,75607E+18",21,171,True,True
"1,75642E+18",braindegeek,Braindegeek,2024-02-10 20:46:06,@JulienDoclot @ENGIEpartFR C'est pire ?! ,"1,75642E+18",20,41,True,False
"1,7568E+18",CloBrgs,🦕,2024-02-11 21:49:58,Happ-e by @ENGIEpartFR qui me prélève deux fois sur un même compteur qu’ils étaient censé me clotûrer suite à LEUR erreur. Et qui répondent pas par le service client. Donc sur un même Linky j’ai deux factures HAPPE (qui devraient pas exister) + 1 engie. Ça va sinon ? ,"1,7568E+18",21,268,True,False
